#x(nm),y(nN)
-4.799999999999999822e-01,-5.534926959274149461e+00
-4.759299999999997977e-01,-4.489824467536016606e+00
-4.718599999999998351e-01,-4.940903812164490816e+00
-4.677899999999998726e-01,-6.113196069745447048e+00
-4.637199999999999100e-01,-6.462663345682597260e+00
-4.596499999999999475e-01,-6.740893744462302273e+00
-4.555799999999995964e-01,-6.829981326785915741e+00
-4.515099999999996339e-01,-7.211942232269303865e+00
-4.474399999999996713e-01,-6.474335037512291002e+00
-4.433699999999996533e-01,-5.990207843388760445e+00
-4.392999999999996907e-01,-7.197826694980057560e+00
-4.352299999999997282e-01,-7.944139681181011881e+00
-4.311599999999997657e-01,-6.473976723252108378e+00
-4.270899999999998031e-01,-4.404312802897527135e+00
-4.230199999999998406e-01,-4.044745414503087666e+00
-4.189499999999998781e-01,-3.986611470896472387e+00
-4.148799999999999155e-01,-4.078278742973722615e+00
-4.108099999999999530e-01,-4.049105547972164487e+00
-4.067399999999995464e-01,-4.079650772230199784e+00
-4.026699999999995838e-01,-4.147463018440629590e+00
-3.985999999999996213e-01,-4.442279154309042966e+00
-3.945299999999996587e-01,-4.678477400125831132e+00
-3.904599999999996962e-01,-4.662033194860618401e+00
-3.863899999999997337e-01,-4.721529207234416603e+00
-3.823199999999997711e-01,-4.757354831549406526e+00
-3.782499999999998086e-01,-4.553840515643782894e+00
-3.741799999999998461e-01,-4.147310228443418900e+00
-3.701099999999998835e-01,-4.253147712914112866e+00
-3.660399999999999210e-01,-4.314921540840299663e+00
-3.619699999999999585e-01,-3.947455415201728712e+00
-3.578999999999999959e-01,-3.553884043127827130e+00
-3.538299999999995893e-01,-3.406099778618765672e+00
-3.497599999999996268e-01,-3.284712236860604762e+00
-3.456899999999996642e-01,-3.071999192453945149e+00
-3.416199999999997017e-01,-2.890036767527164763e+00
-3.375499999999997391e-01,-2.723191889186774794e+00
-3.334799999999997766e-01,-2.773070252636981259e+00
-3.294099999999998141e-01,-2.785334771172405688e+00
-3.253399999999998515e-01,-2.952699147644718192e+00
-3.212699999999998890e-01,-2.840791532257457508e+00
-3.171999999999998709e-01,-2.832597562852680717e+00
-3.131299999999999084e-01,-2.590966240514823493e+00
-3.090599999999999459e-01,-2.660579438070730607e+00
-3.049899999999995948e-01,-2.640545979056502013e+00
-3.009199999999996322e-01,-2.957878242052866646e+00
-2.968499999999996697e-01,-2.988224594198105155e+00
-2.927799999999997071e-01,-2.866541054303941571e+00
-2.887099999999997446e-01,-2.482001845764321590e+00
-2.846399999999997266e-01,-2.259617424705470334e+00
-2.805699999999997640e-01,-2.089709931652294017e+00
-2.764999999999998015e-01,-2.018249048539676238e+00
-2.724299999999998390e-01,-2.003979929731782850e+00
-2.683599999999998764e-01,-2.025220197181093695e+00
-2.642899999999999139e-01,-2.041789286557115002e+00
-2.602199999999997293e-01,-2.042678113817252505e+00
-2.561499999999997668e-01,-2.019810440459163470e+00
-2.520799999999998042e-01,-2.016380652084375225e+00
-2.480099999999998417e-01,-2.043103708814545616e+00
-2.439399999999998792e-01,-2.065175384249554380e+00
-2.398699999999997223e-01,-2.051783891681842498e+00
-2.357999999999997320e-01,-2.020740389551216154e+00
-2.317299999999997695e-01,-1.955344493370938741e+00
-2.276599999999998070e-01,-1.969464360878221409e+00
-2.235899999999998444e-01,-1.924788810700958530e+00
-2.195199999999998819e-01,-1.905751061874376484e+00
-2.154499999999996973e-01,-1.852774416874527041e+00
-2.113799999999997348e-01,-1.814711965019007112e+00
-2.073099999999997722e-01,-1.847223799227258434e+00
-2.032399999999998097e-01,-1.813005899764295714e+00
-1.991699999999998472e-01,-1.753542735865199154e+00
-1.950999999999998846e-01,-1.604426065747383445e+00
-1.910299999999997000e-01,-1.709837231817711078e+00
-1.869599999999997375e-01,-1.668767537409509449e+00
-1.828899999999997750e-01,-1.607368019746173937e+00
-1.788199999999998124e-01,-1.481437243534673875e+00
-1.747499999999998221e-01,-1.432882276333804938e+00
-1.706799999999998596e-01,-1.260076930685197327e+00
-1.666099999999998971e-01,-1.095031718028470769e+00
-1.625399999999997402e-01,-9.635835376431767241e-01
-1.584699999999997777e-01,-8.799766162495807897e-01
-1.543999999999997874e-01,-8.183982167588673695e-01
-1.503299999999998249e-01,-7.876278454324797673e-01
-1.462599999999998623e-01,-7.617918064007743739e-01
-1.421899999999998998e-01,-7.485931697089757142e-01
-1.381199999999997152e-01,-6.827410182442245068e-01
-1.340499999999997527e-01,-6.518185404568180852e-01
-1.299799999999997902e-01,-6.134116445738861945e-01
-1.259099999999998276e-01,-5.974530374250329734e-01
-1.218399999999998651e-01,-5.532750904425954852e-01
-1.177699999999998887e-01,-5.366485851591191736e-01
-1.136999999999997180e-01,-5.151593882920454393e-01
-1.096299999999997554e-01,-4.964387025823757682e-01
-1.055599999999997929e-01,-4.886978916525612782e-01
-1.014899999999998165e-01,-4.736206295203570504e-01
-9.741999999999985393e-02,-4.759408288985436664e-01
-9.334999999999989140e-02,-4.304761001794437658e-01
-8.927999999999972069e-02,-4.053916626768525044e-01
-8.520999999999974428e-02,-4.035674258101143441e-01
-8.113999999999978174e-02,-4.274028148071528643e-01
-7.706999999999981921e-02,-3.777339366174947699e-01
-7.299999999999985667e-02,-3.664649586585823071e-01
-6.892999999999988026e-02,-3.559521990223133980e-01
-6.485999999999991772e-02,-3.586865580644312823e-01
-6.078999999999974702e-02,-3.263719640807922762e-01
-5.671999999999977754e-02,-3.142348045668162948e-01
-5.264999999999981500e-02,-2.989160988547640008e-01
-4.857999999999984553e-02,-3.067215716273345993e-01
-4.450999999999988299e-02,-2.928241559147318207e-01
-4.043999999999991352e-02,-2.682532437507762491e-01
-3.636999999999974281e-02,-2.682964840222595848e-01
-3.229999999999977334e-02,-2.519071241609597833e-01
-2.822999999999980733e-02,-2.385573328691423245e-01
-2.415999999999984132e-02,-2.242612731242869528e-01
-2.008999999999987532e-02,-2.415790675452390568e-01
-1.601999999999990931e-02,-2.272345562251439910e-01
-1.194999999999973687e-02,-2.263296842788148355e-01
-7.879999999999770868e-03,-2.097383079837945030e-01
-3.809999999999803995e-03,-2.093556336380713589e-01
2.600000000001624449e-04,-2.072411564994357525e-01
4.330000000000128885e-03,-1.974318748414693458e-01
8.400000000000094891e-03,-1.873664864735269941e-01
1.247000000000026733e-02,-1.882339329058535515e-01
1.654000000000023507e-02,-1.856467135748261221e-01
2.061000000000020108e-02,-1.891579416268644176e-01
2.468000000000016708e-02,-1.743159683114417768e-01
2.875000000000013309e-02,-1.701270395289949111e-01
3.282000000000009909e-02,-1.555311897317194214e-01
3.689000000000006857e-02,-1.662492658310244786e-01
4.096000000000023927e-02,-1.553071707246622135e-01
4.503000000000020875e-02,-1.537336298966959225e-01
4.910000000000017129e-02,-1.481897155648589093e-01
5.317000000000014076e-02,-1.478928811154149314e-01
5.724000000000010330e-02,-1.501316180319157145e-01
6.131000000000007277e-02,-1.508171978745303787e-01
6.538000000000024348e-02,-1.465610664904365978e-01
6.945000000000020601e-02,-1.361839206806727820e-01
7.352000000000018243e-02,-1.337250675545902379e-01
7.759000000000014496e-02,-1.504124782390968140e-01
8.166000000000010750e-02,-1.393852584616137313e-01
8.573000000000007004e-02,-1.363131210518412351e-01
8.980000000000025462e-02,-1.214366133602490794e-01
9.387000000000021716e-02,-1.422006477624879472e-01
9.794000000000017969e-02,-1.159827585380065196e-01
1.020100000000001422e-01,-1.353429951713258361e-01
1.060800000000001186e-01,-1.209238061839990330e-01
1.101500000000000812e-01,-1.278295166578856112e-01
1.142200000000002519e-01,-1.184884127045525426e-01
1.182900000000002144e-01,-1.103625079268299308e-01
1.223600000000001908e-01,-1.236419862370707889e-01
1.264300000000001534e-01,-1.102211743286695689e-01
1.305000000000001159e-01,-1.089123294903759365e-01
1.345700000000000784e-01,-8.803624832861690896e-02
1.386400000000002630e-01,-1.219451186675127446e-01
1.427100000000002256e-01,-1.059754682883203708e-01
1.467800000000001881e-01,-1.222984601273099103e-01
1.508500000000001506e-01,-9.177580972586672770e-02
1.549200000000001132e-01,-9.875363577552533079e-02
1.589900000000000757e-01,-9.733679977031145514e-02
1.630600000000000660e-01,-1.083190996077323942e-01
1.671300000000002228e-01,-7.524979040143109366e-02
1.712000000000001854e-01,-8.631525725685995631e-02
1.752700000000001479e-01,-8.854120687545778690e-02
1.793400000000001382e-01,-1.027194058660789722e-01
1.834100000000001007e-01,-7.495650499884309870e-02
1.874800000000000633e-01,-9.151902789476126787e-02
1.915500000000002201e-01,-8.356317139109156744e-02
1.956200000000002104e-01,-9.512949016645730338e-02
1.996900000000001729e-01,-6.394250431681645919e-02
2.037600000000001355e-01,-6.759393364816912442e-02
