#x(nm),y(nN)
-4.400000000000000577e-01,-7.563281184305779448e+00
-4.360084810126583776e-01,-2.479736652544441977e+00
-4.320169620253165865e-01,-2.203048100169290091e+00
-4.280254430379748509e-01,-2.041391133467003183e+00
-4.240339240506330598e-01,-1.791403827171908603e+00
-4.200424050632913242e-01,-1.711122087614085796e+00
-4.160508860759495331e-01,-1.696678055329336354e+00
-4.120593670886077420e-01,-1.543819681555181678e+00
-4.080678481012660064e-01,-1.625864829391121757e+00
-4.040763291139242153e-01,-1.613496230809977172e+00
-4.000848101265824797e-01,-1.514294259801255205e+00
-3.960932911392406885e-01,-1.586164296002859242e+00
-3.921017721518989529e-01,-1.497265353799795307e+00
-3.881102531645571618e-01,-1.526306953772033514e+00
-3.841187341772154262e-01,-1.547164748988277161e+00
-3.801272151898736351e-01,-1.461515661958186385e+00
-3.761356962025318440e-01,-1.435398984383198906e+00
-3.721441772151901084e-01,-1.382231573346677900e+00
-3.681526582278483173e-01,-1.373025404317105957e+00
-3.641611392405065817e-01,-1.258043779160912035e+00
-3.601696202531647906e-01,-1.272536331926504394e+00
-3.561781012658230550e-01,-1.273253469154551842e+00
-3.521865822784812639e-01,-1.254245296235362517e+00
-3.481950632911394727e-01,-1.181515630036748421e+00
-3.442035443037977371e-01,-1.214581332224121235e+00
-3.402120253164559460e-01,-1.186457614368342295e+00
-3.362205063291142104e-01,-1.158236940566726769e+00
-3.322289873417724193e-01,-1.162091123524118474e+00
-3.282374683544306837e-01,-1.145538396864957731e+00
-3.242459493670888926e-01,-1.095535241532629600e+00
-3.202544303797471570e-01,-1.106192860395957878e+00
-3.162629113924053659e-01,-1.008445214548452817e+00
-3.122713924050635748e-01,-1.051510081959513565e+00
-3.082798734177218392e-01,-1.030257941633587526e+00
-3.042883544303800480e-01,-1.006103876349829340e+00
-3.002968354430383124e-01,-9.968740792528456574e-01
-2.963053164556961327e-01,-9.316757560174756536e-01
-2.923137974683543416e-01,-9.259311444002791269e-01
-2.883222784810126060e-01,-9.984822094125327396e-01
-2.843307594936708149e-01,-8.981458531518928812e-01
-2.803392405063290793e-01,-8.299907425351865653e-01
-2.763477215189872882e-01,-9.156168306911749433e-01
-2.723562025316454971e-01,-8.465336963421501437e-01
-2.683646835443037615e-01,-8.159228274775185419e-01
-2.643731645569619704e-01,-8.429071264976615296e-01
-2.603816455696204013e-01,-7.708733508322245243e-01
-2.563901265822786657e-01,-7.458175463249372417e-01
-2.523986075949368746e-01,-7.411702600090223081e-01
-2.484070886075951112e-01,-6.819989405278037431e-01
-2.444155696202533479e-01,-6.889070415963287619e-01
-2.404240506329115845e-01,-6.609617608742428541e-01
-2.364325316455698212e-01,-6.054528150108803297e-01
-2.324410126582280578e-01,-6.046720517340129497e-01
-2.284494936708862944e-01,-5.819419614917725747e-01
-2.244579746835443090e-01,-5.478795708789246932e-01
-2.204664556962025457e-01,-5.506785313419823025e-01
-2.164749367088607823e-01,-5.361668054797625871e-01
-2.124834177215190190e-01,-4.849240427678729870e-01
-2.084918987341772556e-01,-5.210907637710807672e-01
-2.045003797468354922e-01,-4.709291572285695393e-01
-2.005088607594937289e-01,-5.034985328440767516e-01
-1.965173417721519378e-01,-4.275769532779316595e-01
-1.925258227848101744e-01,-4.768496232888139175e-01
-1.885343037974684111e-01,-4.179553575749905270e-01
-1.845427848101266477e-01,-4.284033405117597115e-01
-1.805512658227848843e-01,-4.312051274507613385e-01
-1.765597468354431210e-01,-3.738590085746385516e-01
-1.725682278481013576e-01,-4.287127363421157078e-01
-1.685767088607595943e-01,-4.391380641484460279e-01
-1.645851898734178032e-01,-3.404522892568904724e-01
-1.605936708860760398e-01,-4.306673483472543418e-01
-1.566021518987342764e-01,-3.554928814446489671e-01
-1.526106329113925131e-01,-4.028196720377286710e-01
-1.486191139240507497e-01,-3.428501471896330810e-01
-1.446275949367089864e-01,-4.059773233531049352e-01
-1.406360759493672230e-01,-3.250891378584547797e-01
-1.366445569620254596e-01,-3.785475611928554862e-01
-1.326530379746836963e-01,-3.605704315682582428e-01
-1.286615189873419052e-01,-3.902380270773685988e-01
-1.246700000000001557e-01,-2.953280988583228961e-01
-1.206784810126583785e-01,-4.068920403002378450e-01
-1.166869620253166151e-01,-2.762154247988876654e-01
-1.126954430379748517e-01,-3.686028155043599708e-01
-1.087039240506330884e-01,-3.316178146168226037e-01
-1.047124050632913111e-01,-3.011442624686676561e-01
-1.007208860759495478e-01,-3.671403573233498752e-01
-9.672936708860778443e-02,-2.510530549910766074e-01
-9.273784810126602107e-02,-3.148192680983718517e-01
-8.874632911392424384e-02,-2.855120486295084081e-01
-8.475481012658248048e-02,-2.761276863208647070e-01
-8.076329113924071712e-02,-3.221063147658327352e-01
-7.677177215189874560e-02,-2.503397108568314322e-01
-7.278025316455696836e-02,-2.828236887209801265e-01
-6.878873417721520500e-02,-2.941397780817446850e-01
-6.479721518987344164e-02,-2.375206268186907110e-01
-6.080569620253167828e-02,-2.455710711012205061e-01
-5.681417721518990799e-02,-2.736126729725529283e-01
-5.282265822784814463e-02,-2.421318703753669310e-01
-4.883113924050637433e-02,-2.210941354136547465e-01
-4.483962025316461097e-02,-2.712014488991505434e-01
-4.084810126582284068e-02,-1.927770208948988429e-01
-3.685658227848107732e-02,-2.628962961232034767e-01
-3.286506329113930702e-02,-1.958954683271675323e-01
-2.887354430379754019e-02,-2.337733946600091539e-01
-2.488202531645577337e-02,-2.283279081932459709e-01
-2.089050632911400654e-02,-1.941375085675142442e-01
-1.689898734177223971e-02,-2.150737008394616179e-01
-1.290746835443047462e-02,-1.999106553870998726e-01
-8.915949367088707792e-03,-1.681456529853221082e-01
-4.924430379746940964e-03,-2.436295288196665965e-01
-9.329113924051740279e-04,-2.040694354124212295e-01
3.058607594936592691e-03,-1.721607555796806632e-01
7.050126582278359519e-03,-1.828407424712091556e-01
1.104164556962012635e-02,-2.198866105592541254e-01
1.503316455696189317e-02,-1.862816724775282484e-01
1.902468354430365827e-02,-1.636476417007544926e-01
2.301620253164542509e-02,-2.145679962010268171e-01
2.700772151898719192e-02,-2.561206259369682714e-01
3.099924050632895875e-02,-1.560523505610804662e-01
3.499075949367072558e-02,-2.587491856367319376e-01
3.898227848101249587e-02,-1.634603326148566238e-01
4.297379746835425923e-02,-2.107229177367468675e-01
4.696531645569602953e-02,-1.915956200190716552e-01
5.095683544303779289e-02,-1.841725029957345106e-01
5.494835443037956318e-02,-2.304232467447236143e-01
5.893987341772132654e-02,-1.706844274840830511e-01
6.293139240506309684e-02,-2.029621775757861624e-01
6.692291139240506836e-02,-1.810888240557946560e-01
7.091443037974683172e-02,-1.740174230528817867e-01
7.490594936708859508e-02,-1.729353777320997987e-01
7.889746835443037232e-02,-1.788666850446393175e-01
8.288898734177213568e-02,-1.425355177537236118e-01
8.688050632911389903e-02,-1.321159068179105778e-01
9.087202531645566239e-02,-2.117059663027767991e-01
9.486354430379743963e-02,-9.035008293767256282e-02
9.885506329113920299e-02,-1.652984111894993113e-01
1.028465822784809663e-01,-1.428324654214354894e-01
1.068381012658227297e-01,-1.428802108577034158e-01
1.108296202531645069e-01,-1.296064682849087657e-01
1.148211392405062703e-01,-1.355409018846140401e-01
1.188126582278480337e-01,-1.481091711350633333e-01
1.228041772151897970e-01,-1.445372708315151022e-01
1.267956962025315604e-01,-1.285235966913128025e-01
1.307872151898733237e-01,-1.424004314930216453e-01
1.347787341772151148e-01,-1.609677008213862559e-01
1.387702531645568782e-01,-1.158020097950298311e-01
1.427617721518986416e-01,-1.267465411821845078e-01
1.467532911392404049e-01,-1.491123938190623555e-01
1.507448101265821683e-01,-1.273303035959812701e-01
1.547363291139239316e-01,-1.398422401845743623e-01
1.587278481012656950e-01,-1.492962160076392875e-01
1.627193670886074583e-01,-1.472556121494044690e-01
1.667108860759492217e-01,-1.244070359935488534e-01
1.707024050632910128e-01,-1.098161204023880150e-01
1.746939240506327762e-01,-1.895779958016520494e-01
1.786854430379745395e-01,-7.721482665189376149e-02
1.826769620253163029e-01,-1.702482007485353332e-01
1.866684810126580663e-01,-1.166648579653341428e-01
1.906599999999998296e-01,-1.007210529725079823e-01
1.946515189873415930e-01,-1.543646250761698813e-01
1.986430379746833563e-01,-1.186979433686380508e-01
2.026345569620251474e-01,-9.421802556101900594e-02
2.066260759493669108e-01,-1.105019556544990650e-01
2.106175949367086742e-01,-1.032232342002462055e-01
2.146091139240506318e-01,-8.027991788548866081e-02
2.186006329113924229e-01,-1.199012495260906030e-01
2.225921518987341863e-01,-7.022418258976773076e-02
2.265836708860759496e-01,-5.339180913042332333e-02
2.305751898734177130e-01,-8.842992602967705840e-02
2.345667088607594764e-01,-6.381837437040389915e-02
2.385582278481012397e-01,-8.887226255308874889e-02
2.425497468354430031e-01,-6.665742432204527224e-02
2.465412658227847664e-01,-4.218404883216509554e-02
2.505327848101265298e-01,-8.294829553484267537e-02
2.545243037974683209e-01,-4.243629265894911795e-02
2.585158227848100565e-01,-5.023456052411075928e-02
2.625073417721518476e-01,-3.469061269384884905e-02
2.664988607594935832e-01,-7.988571237014416293e-02
2.704903797468353743e-01,-3.018178779722554411e-02
2.744818987341771654e-01,-8.212705262719877108e-02
2.784734177215189010e-01,-5.275917523900775646e-02
2.824649367088606922e-01,-1.661372379720836220e-02
2.864564556962024278e-01,-7.706265083592062082e-02
2.904479746835442189e-01,-6.606809189956427963e-02
2.944394936708859545e-01,-4.551676035131782538e-02
2.984310126582277456e-01,-7.291366850164844593e-02
3.024225316455695367e-01,-8.267012361255465791e-02
3.064140506329112723e-01,-4.293721823286293648e-02
3.104055696202530634e-01,-5.279831210308387479e-02
3.143970886075947990e-01,-7.910680937579468719e-02
3.183886075949365901e-01,-6.833973763377783339e-02
3.223801265822783257e-01,-6.650913289064150358e-02
3.263716455696201169e-01,-4.252010049945527392e-02
3.303631645569618525e-01,-8.576043642203994011e-02
3.343546835443036436e-01,-4.354485898458971410e-02
3.383462025316454347e-01,-1.100767869902418428e-01
3.423377215189871703e-01,-6.198917557365832970e-02
3.463292405063289614e-01,-7.565348099395033388e-02
3.503207594936706970e-01,-8.319102920183976679e-02
3.543122784810124881e-01,-9.253506434839910144e-02
3.583037974683542237e-01,-1.110466533387731713e-01
3.622953164556962369e-01,-7.015678147509131490e-02
3.662868354430379725e-01,-8.401939823798881823e-02
3.702783544303797636e-01,-8.474451756708069328e-02
3.742698734177214992e-01,-9.804511742274091279e-02
3.782613924050632903e-01,-9.918427777718934191e-02
3.822529113924050259e-01,-5.307363483444815788e-02
3.862444303797468170e-01,-1.349589631752876884e-01
3.902359493670886081e-01,-5.349320223241099681e-02
3.942274683544303437e-01,-1.035935641239007915e-01
3.982189873417721349e-01,-7.865406381321153606e-02
