92,1, -200
93,1, -150
94,1, -100
97,1, -180
98,1, -160
99,1, -140
100,1, -120
101,1, -100
104,1, -80
105,1, -60
106,1, -40
107,1, -20
108,1, -10
109,1, -5
110,1, 0
113,1, 5
114,1, 10
115,1, 20
#116,1, 40
