#x(nm),y(Hz)
-5.400000000000001465e-01,-4.997040843361526186e+01
-5.358126582278484040e-01,-4.733428910302500014e+01
-5.316253164556963284e-01,-4.534243652412362025e+01
-5.274379746835446969e-01,-4.674773122710732309e+01
-5.232506329113926213e-01,-4.563947540322003960e+01
-5.190632911392405457e-01,-4.762585445465688139e+01
-5.148759493670889142e-01,-4.661775596409141542e+01
-5.106886075949368387e-01,-4.530979538067926882e+01
-5.065012658227847631e-01,-4.520741894470637590e+01
-5.023139240506331316e-01,-4.530393669476043783e+01
-4.981265822784810560e-01,-4.445698476730748894e+01
-4.939392405063294245e-01,-4.373671380203809633e+01
-4.897518987341773489e-01,-4.402938599411386633e+01
-4.855645569620253288e-01,-4.420623402372701349e+01
-4.813772151898736973e-01,-4.361056329793107267e+01
-4.771898734177216217e-01,-4.302859130313437674e+01
-4.730025316455699902e-01,-4.300313776637609919e+01
-4.688151898734179146e-01,-4.259784402831679273e+01
-4.646278481012658390e-01,-4.191278223662563818e+01
-4.604405063291142075e-01,-4.353209691726462438e+01
-4.562531645569621319e-01,-4.405155696052991487e+01
-4.520658227848101118e-01,-4.282776265868106691e+01
-4.478784810126584248e-01,-4.172828497482004195e+01
-4.436911392405064047e-01,-4.158380910905199812e+01
-4.395037974683547732e-01,-4.049737382291884558e+01
-4.353164556962026976e-01,-3.540277232399758134e+01
-4.311291139240506221e-01,-2.972843739912996952e+01
-4.269417721518989906e-01,-3.337266339004911941e+01
-4.227544303797469150e-01,-3.192700065447413493e+01
-4.185670886075948949e-01,-3.183999290637240165e+01
-4.143797468354432079e-01,-3.122203960021439428e+01
-4.101924050632911878e-01,-3.071832825525671140e+01
-4.060050632911395563e-01,-3.034556891935254441e+01
-4.018177215189874807e-01,-3.026623502758653927e+01
-3.976303797468354051e-01,-3.049679773523695658e+01
-3.934430379746837736e-01,-2.966380531838654022e+01
-3.892556962025316980e-01,-2.945103020672947025e+01
-3.850683544303800665e-01,-2.913650244326914773e+01
-3.808810126582279909e-01,-2.865344009830100447e+01
-3.766936708860759708e-01,-2.834350355415637424e+01
-3.725063291139242838e-01,-2.772867736348608148e+01
-3.683189873417722637e-01,-2.617300101781397714e+01
-3.641316455696201881e-01,-2.068641383480637330e+01
-3.599443037974685566e-01,-1.717370619945382515e+01
-3.557569620253164810e-01,-2.035618939640801628e+01
-3.515696202531648495e-01,-2.065684357463519305e+01
-3.473822784810127740e-01,-1.957037379629784368e+01
-3.431949367088607539e-01,-2.059006398467004217e+01
-3.390075949367090669e-01,-1.997969288813933986e+01
-3.348202531645570468e-01,-2.014743842538997498e+01
-3.306329113924054153e-01,-1.993608584701800623e+01
-3.264455696202533397e-01,-1.969695254426576270e+01
-3.222582278481012641e-01,-1.955827403938607745e+01
-3.180708860759496326e-01,-1.914348254200081811e+01
-3.138835443037975570e-01,-1.911017308288005623e+01
-3.096962025316455369e-01,-1.876528524324163882e+01
-3.055088607594938499e-01,-1.853320833873691598e+01
-3.013215189873418298e-01,-1.815448880211214444e+01
-2.971341772151901428e-01,-1.784934583314493750e+01
-2.929468354430381227e-01,-1.748430774977613211e+01
-2.887594936708860471e-01,-1.719095211248099631e+01
-2.845721518987344156e-01,-1.700715014029211858e+01
-2.803848101265823400e-01,-1.669662879030982339e+01
-2.761974683544303200e-01,-1.640183964361641600e+01
-2.720101265822786329e-01,-1.594167039186734414e+01
-2.678227848101266129e-01,-1.548818225580892793e+01
-2.636354430379749259e-01,-1.498932573508207966e+01
-2.594481012658229058e-01,-1.454065079872470179e+01
-2.552607594936710522e-01,-1.425154874309877862e+01
-2.510734177215191987e-01,-1.373515112509392644e+01
-2.468860759493671231e-01,-1.334698098325894655e+01
-2.426987341772152695e-01,-1.289993447807916205e+01
-2.385113924050634437e-01,-1.244706530846733195e+01
-2.343240506329115902e-01,-1.192377841189802545e+01
-2.301367088607595146e-01,-1.143947626283678787e+01
-2.259493670886076611e-01,-1.085537745205104088e+01
-2.217620253164558353e-01,-1.026007403649752092e+01
-2.175746835443039817e-01,-9.706011343464636454e+00
-2.133873417721519061e-01,-9.391113919014568268e+00
-2.092000000000000526e-01,-9.130119415157153639e+00
-2.050126582278481990e-01,-8.955270942694021130e+00
-2.008253164556963732e-01,-8.741662395252763673e+00
-1.966379746835445197e-01,-8.532149489932852049e+00
-1.924506329113924441e-01,-8.366416058561592095e+00
-1.882632911392405906e-01,-8.153752893365588506e+00
-1.840759493670887648e-01,-8.009303356309837696e+00
-1.798886075949369112e-01,-7.799765452085459572e+00
-1.757012658227848356e-01,-7.635092696006806179e+00
-1.715139240506329821e-01,-7.503985980181077764e+00
-1.673265822784811285e-01,-7.306680831943574539e+00
-1.631392405063293027e-01,-7.077779123800945094e+00
-1.589518987341772271e-01,-6.879781434789564720e+00
-1.547645569620253736e-01,-6.665827356254090397e+00
-1.505772151898735201e-01,-6.399447427770842189e+00
-1.463898734177216943e-01,-6.099901412462370054e+00
-1.422025316455698407e-01,-5.849755519109027802e+00
-1.380151898734177651e-01,-5.487007321526723658e+00
-1.338278481012659116e-01,-5.062663549094947868e+00
-1.296405063291140580e-01,-4.510019654200387862e+00
-1.254531645569622322e-01,-4.140055499316356524e+00
-1.212658227848101566e-01,-3.779780760425919262e+00
-1.170784810126583170e-01,-3.501478569429603560e+00
-1.128911392405064634e-01,-3.226416249916560730e+00
-1.087037974683546099e-01,-3.069941439633878666e+00
-1.045164556962025482e-01,-2.849275317347327974e+00
-1.003291139240507085e-01,-2.666589193913402323e+00
-9.614177215189885495e-02,-2.532172734863096686e+00
-9.195443037974700140e-02,-2.396561835552398101e+00
-8.776708860759493969e-02,-2.258325026791435874e+00
-8.357974683544308614e-02,-2.128627315921704621e+00
-7.939240506329124647e-02,-2.025710695501233616e+00
-7.520506329113939292e-02,-1.996329779824520978e+00
-7.101772151898753938e-02,-1.862122355773687010e+00
-6.683037974683547766e-02,-1.817647149816558505e+00
-6.264303797468363799e-02,-1.710382918767695326e+00
-5.845569620253178444e-02,-1.647059665008265394e+00
-5.426835443037993090e-02,-1.576854598577093647e+00
-5.008101265822787612e-02,-1.565604572466279487e+00
-4.589367088607602257e-02,-1.449300245040859636e+00
-4.170632911392416903e-02,-1.436415521725058708e+00
-3.751898734177232242e-02,-1.392834966238440719e+00
-3.333164556962026071e-02,-1.349993771939252962e+00
-2.914430379746841410e-02,-1.314048871963357623e+00
-2.495696202531656055e-02,-1.271694016571454977e+00
-2.076962025316471047e-02,-1.239380450701131231e+00
-1.658227848101265223e-02,-1.223793716388193342e+00
-1.239493670886080215e-02,-1.181455067227819455e+00
-8.207594936708952071e-03,-1.127144519693461522e+00
-4.020253164557101126e-03,-1.114579790583137164e+00
1.670886075947497647e-04,-1.088850898904057063e+00
4.354430379746807196e-03,-1.077590116373891238e+00
8.541772151898658141e-03,-1.047908564500352524e+00
1.272911392405050822e-02,-1.026347102081349938e+00
1.691645569620236003e-02,-9.828078404798366030e-01
2.110379746835441828e-02,-9.791711445081676679e-01
2.529113924050626835e-02,-9.385229037698648025e-01
2.947848101265811843e-02,-9.301501558813276560e-01
3.366582278480997198e-02,-9.151385673317853353e-01
3.785316455696202675e-02,-8.784878029498395247e-01
4.204050632911388030e-02,-8.666679431040069659e-01
4.622784810126572691e-02,-8.522469892235053912e-01
5.041518987341758046e-02,-8.160352233764289753e-01
5.460253164556963523e-02,-8.285076569982114947e-01
5.878987341772148878e-02,-7.761429767012253400e-01
6.297721518987334233e-02,-7.810868042663403621e-01
6.716455696202519587e-02,-7.522482054579917587e-01
7.135189873417703554e-02,-7.455786774351034207e-01
7.553924050632909726e-02,-7.348057694628475911e-01
7.972658227848095081e-02,-7.189977992210878632e-01
8.391392405063280435e-02,-7.315735276715602531e-01
8.810126582278464402e-02,-6.892579464043273596e-01
9.228860759493670574e-02,-6.902712478697596854e-01
9.647594936708855928e-02,-6.896508432088737095e-01
1.006632911392404128e-01,-6.613572956803857039e-01
1.048506329113922664e-01,-6.783780030879749123e-01
1.090379746835443142e-01,-6.422380038170014682e-01
1.132253164556961678e-01,-6.145673761320518125e-01
1.174126582278480213e-01,-6.212019192677720181e-01
1.215999999999998749e-01,-6.261716256978759887e-01
1.257873417721519227e-01,-5.729519175817656684e-01
1.299746835443037762e-01,-5.850184381938245970e-01
1.341620253164556298e-01,-5.903965682857430508e-01
1.383493670886074833e-01,-5.756660418660612955e-01
1.425367088607593369e-01,-5.287708279480549667e-01
1.467240506329113847e-01,-5.574977745882336855e-01
1.509113924050632383e-01,-5.437836314090314094e-01
1.550987341772150918e-01,-5.124580153219062684e-01
1.592860759493669454e-01,-5.097691208742429758e-01
1.634734177215189932e-01,-5.029528475635152152e-01
1.676607594936708467e-01,-4.868937064611460475e-01
1.718481012658227003e-01,-4.602051286151493947e-01
1.760354430379745538e-01,-4.712896508969306453e-01
1.802227848101266017e-01,-4.714158479045122974e-01
1.844101265822784552e-01,-4.356241880466016347e-01
1.885974683544303088e-01,-4.362198315654102210e-01
1.927848101265821623e-01,-4.325487814076275361e-01
1.969721518987340159e-01,-4.235484454808861043e-01
2.011594936708860637e-01,-4.138121425884686566e-01
2.053468354430379172e-01,-4.073761217493104825e-01
2.095341772151897708e-01,-4.031777767054895989e-01
2.137215189873416243e-01,-4.059638894185711999e-01
2.179088607594936722e-01,-3.810205672698789847e-01
2.220962025316455257e-01,-3.768412437194929021e-01
2.262835443037973793e-01,-3.711038728113338347e-01
2.304708860759492328e-01,-3.579880356835349886e-01
2.346582278481012807e-01,-3.817011624810924264e-01
2.388455696202531342e-01,-3.334851603564544797e-01
2.430329113924049877e-01,-3.536866492042618493e-01
2.472202531645568413e-01,-3.505721184395654832e-01
2.514075949367088891e-01,-3.550703697312653784e-01
2.555949367088607427e-01,-3.030908172168071957e-01
2.597822784810125962e-01,-3.706322289341376086e-01
2.639696202531644498e-01,-2.974602657879314993e-01
2.681569620253163033e-01,-3.072084354373724180e-01
2.723443037974683789e-01,-2.921417944464093086e-01
2.765316455696202325e-01,-2.757937987601778440e-01
2.807189873417720860e-01,-2.787761513042299466e-01
2.849063291139238840e-01,-2.621400644144342706e-01
2.890936708860759596e-01,-2.371294459594489590e-01
2.932810126582278132e-01,-2.491055932896618641e-01
2.974683544303796667e-01,-2.689024530042226635e-01
3.016556962025315203e-01,-2.169111584653369285e-01
3.058430379746835959e-01,-2.276006696752885805e-01
3.100303797468354494e-01,-2.048832193735998786e-01
3.142177215189873030e-01,-1.894987220828964203e-01
3.184050632911391565e-01,-2.072713878810946708e-01
3.225924050632911766e-01,-2.018640112788437913e-01
3.267797468354430301e-01,-2.146360902027538708e-01
3.309670886075948837e-01,-1.915753070360765031e-01
3.351544303797467372e-01,-1.926857802729238234e-01
3.393417721518985908e-01,-1.837821551231385575e-01
3.435291139240506664e-01,-1.828726596807601634e-01
3.477164556962025199e-01,-1.861717696683431456e-01
3.519037974683543735e-01,-1.928157073912321051e-01
3.560911392405062270e-01,-1.639067909771061426e-01
3.602784810126582471e-01,-1.807085436107930265e-01
3.644658227848101006e-01,-1.795850416925259818e-01
3.686531645569619542e-01,-1.538403664505270108e-01
3.728405063291138077e-01,-1.784966306032914618e-01
3.770278481012658833e-01,-1.570567482597627906e-01
3.812151898734177369e-01,-1.655716920348498933e-01
3.854025316455695904e-01,-1.746707110220276915e-01
3.895898734177214440e-01,-1.655274976518150698e-01
3.937772151898732975e-01,-1.528021733785022152e-01
3.979645569620253176e-01,-1.471473993762854038e-01
4.021518987341771711e-01,-1.410543765039787845e-01
4.063392405063290247e-01,-1.450563900902076542e-01
4.105265822784808782e-01,-1.314936602966968460e-01
4.147139240506329538e-01,-1.400430655498052790e-01
4.189012658227848074e-01,-1.282939659476920458e-01
4.230886075949366609e-01,-1.315974546634977038e-01
4.272759493670885145e-01,-1.388465332802468755e-01
4.314632911392405346e-01,-1.299984228445232315e-01
4.356506329113923881e-01,-1.260910484738744231e-01
4.398379746835442416e-01,-1.011471787198514605e-01
4.440253164556960952e-01,-1.091397852441540195e-01
4.482126582278481708e-01,-1.202717577199527987e-01
4.524000000000000243e-01,-1.096515669371008750e-01
4.565873417721518779e-01,-9.014873486683050441e-02
4.607746835443037314e-01,-8.768970444864065961e-02
4.649620253164555850e-01,-1.003249261660391634e-01
4.691493670886076051e-01,-1.107855593374996728e-01
4.733367088607594586e-01,-8.613104322433229321e-02
4.775240506329113122e-01,-8.355166864976215635e-02
4.817113924050631657e-01,-8.414150011387200312e-02
4.858987341772152413e-01,-1.005369883846356505e-01
4.900860759493670948e-01,-5.826779645587376599e-02
4.942734177215189484e-01,-7.463039127604809142e-02
4.984607594936708019e-01,-9.967097939048075173e-02
5.026481012658228220e-01,-7.619391978335288140e-02
5.068354430379746756e-01,-1.020836620317152610e-01
5.110227848101265291e-01,-5.573533488378779044e-02
5.152101265822783827e-01,-9.985188364833263996e-02
5.193974683544304582e-01,-7.978538056946216095e-02
5.235848101265823118e-01,-6.275895274753950925e-02
5.277721518987341653e-01,-6.591102904204670931e-02
5.319594936708860189e-01,-7.709433055368386523e-02
5.361468354430378724e-01,-6.070231645569867940e-02
5.403341772151899480e-01,-8.436737980502462264e-02
5.445215189873418016e-01,-5.995969932565881066e-02
5.487088607594936551e-01,-7.333565065561009622e-02
5.528962025316455087e-01,-7.009626750204422940e-02
5.570835443037974732e-01,-5.111139440948342383e-02
5.612708860759493268e-01,-5.834294936049722047e-02
5.654582278481011803e-01,-6.757010881903069421e-02
5.696455696202530339e-01,-4.154354655866554502e-02
5.738329113924051095e-01,-5.240332342683451383e-02
5.780202531645569630e-01,-6.880613693870496483e-02
5.822075949367088166e-01,-4.284452412282246936e-02
5.863949367088606701e-01,-4.403237784634428387e-02
5.905822784810127457e-01,-6.653769770989759191e-02
5.947696202531645993e-01,-5.207910101768675748e-02
5.989569620253164528e-01,-5.529456575928093365e-02
6.031443037974683063e-01,-3.543320311562025982e-02
6.073316455696201599e-01,-3.798688967534635808e-02
6.115189873417722355e-01,-5.145633422987283545e-02
6.157063291139240890e-01,-5.957308526922855396e-02
6.198936708860759426e-01,-2.896147679488869642e-03
6.240810126582277961e-01,-7.048101789817662333e-02
6.282683544303797607e-01,-3.456778433701457320e-02
6.324556962025316142e-01,-4.389862037617986434e-02
6.366430379746834678e-01,-4.499539604732183395e-02
6.408303797468353213e-01,-2.657481657487359428e-02
6.450177215189873969e-01,-3.853410922835165398e-02
6.492050632911392505e-01,-4.256095273650617461e-02
6.533924050632911040e-01,-4.041760322019594120e-02
6.575797468354429576e-01,-2.832977109425238726e-02
6.617670886075950332e-01,-4.732142855203613774e-02
6.659544303797468867e-01,-3.727513176655616878e-02
6.701417721518987403e-01,-4.900896409390886888e-02
6.743291139240505938e-01,-2.464510852131318597e-02
6.785164556962025584e-01,-5.902683930075314223e-02
6.827037974683544119e-01,-3.692137322479127626e-02
6.868911392405063765e-01,-3.624402579870267260e-02
6.910784810126582300e-01,-3.420070622169057994e-02
6.952658227848101946e-01,-3.232628667587067461e-02
6.994531645569620482e-01,-1.077684549101964873e-02
7.036405063291139017e-01,-5.936501236575997265e-02
7.078278481012657553e-01,-8.276990695488928296e-03
7.120151898734177198e-01,-7.050741096596424562e-03
7.162025316455695734e-01,-3.186330193443109859e-02
7.203898734177215379e-01,-6.021688709933137318e-03
7.245772151898733915e-01,-1.695110475454064680e-02
7.287645569620252450e-01,-2.364483380669890611e-02
7.329518987341772096e-01,1.008352319103911210e-02
7.371392405063290632e-01,-2.579215982851679190e-02
7.413265822784810277e-01,-1.608456119292056563e-02
7.455139240506328813e-01,1.407008914799057209e-02
7.497012658227848458e-01,2.366489213977651662e-02
7.538886075949366994e-01,-2.661311789198916866e-02
7.580759493670886640e-01,-2.863777243942489115e-03
7.622632911392405175e-01,-1.117964543810956446e-02
7.664506329113924821e-01,-1.090642746377967764e-02
7.706379746835443356e-01,-1.009659022178088783e-03
7.748253164556961892e-01,-9.547313713696881088e-03
7.790126582278480427e-01,-1.736894243814779415e-02
7.832000000000000073e-01,-1.391312909416508869e-02
7.873873417721518608e-01,-4.045748452186304078e-03
7.915746835443038254e-01,1.216872435888194381e-03
7.957620253164556789e-01,1.101583222890223368e-03
7.999493670886075325e-01,-3.107035564560267638e-03
8.041367088607594971e-01,-7.401605061224225679e-03
8.083240506329113506e-01,-7.558740854555323629e-03
8.125113924050633152e-01,-1.492368666735632843e-03
8.166987341772151687e-01,-1.238897748615508387e-02
8.208860759493671333e-01,-5.528710740651532340e-03
8.250734177215189868e-01,4.724035588776431815e-03
8.292607594936709514e-01,1.332717950687167807e-02
8.334481012658228050e-01,-2.030552191843870702e-02
8.376354430379747695e-01,6.331513839579305802e-03
8.418227848101266231e-01,4.045276278205167664e-03
8.460101265822784766e-01,-9.667916222049655062e-03
8.501974683544303302e-01,3.453139807811922424e-03
8.543848101265822947e-01,-3.521515785200546311e-03
8.585721518987341483e-01,-2.525436033745998010e-02
8.627594936708861129e-01,1.117321651746339128e-02
8.669468354430379664e-01,6.450087589897623985e-03
8.711341772151898200e-01,-3.703439307535805192e-03
8.753215189873417845e-01,-1.952617399783518337e-02
8.795088607594936381e-01,1.423926010903542316e-02
8.836962025316456026e-01,-2.784916067078202495e-02
8.878835443037974562e-01,2.035599498671186725e-02
8.920708860759494208e-01,-2.620310059016750515e-03
8.962582278481012743e-01,-1.432114252020555423e-02
9.004455696202532389e-01,1.298731553640025682e-02
9.046329113924050924e-01,1.497790534953136188e-03
9.088202531645570570e-01,-7.350961050258619789e-03
9.130075949367089105e-01,-5.299659459412742191e-03
9.171949367088608751e-01,5.025469538771809574e-03
9.213822784810126176e-01,5.872178958168328133e-03
9.255696202531645822e-01,9.490155023884450092e-03
9.297569620253164357e-01,1.837476155334022421e-02
9.339443037974681783e-01,2.177685680134811008e-02
9.381316455696202539e-01,3.035588670673272649e-03
9.423189873417721074e-01,2.482640234634808651e-02
9.465063291139239610e-01,2.367347631058280832e-03
9.506936708860760366e-01,1.975245395831387585e-02
9.548810126582278901e-01,1.759739153249179067e-02
9.590683544303797436e-01,1.887251096622999391e-02
9.632556962025318192e-01,3.126866449153670180e-02
