#x(nm),y(nN)
-5.000000000000000000e-01,-5.394387796636232579e+00
-4.958908860759495552e-01,-5.261802262139701369e+00
-4.917817721518987217e-01,-5.281670566858830185e+00
-4.876726582278483324e-01,-4.963945012166492532e+00
-4.835635443037975545e-01,-5.295729806716383159e+00
-4.794544303797467211e-01,-5.404589865169273644e+00
-4.753453164556963872e-01,-5.790557297988073060e+00
-4.712362025316455538e-01,-5.495579107266729046e+00
-4.671270886075951645e-01,-5.744893440419291508e+00
-4.630179746835443866e-01,-5.919254567187326899e+00
-4.589088607594935532e-01,-5.920005967750326725e+00
-4.547997468354431638e-01,-5.724533149222401640e+00
-4.506906329113923859e-01,-5.646396659338436486e+00
-4.465815189873419966e-01,-5.716283415982041483e+00
-4.424724050632912187e-01,-5.504686072828716803e+00
-4.383632911392403853e-01,-5.291193714418654714e+00
-4.342541772151899959e-01,-5.070352947146794520e+00
-4.301450632911392180e-01,-4.905538231259219728e+00
-4.260359493670888287e-01,-4.990374783398757508e+00
-4.219268354430379953e-01,-5.209918641361592329e+00
-4.178177215189876059e-01,-5.544551746053985042e+00
-4.137086075949368280e-01,-5.700036316445754814e+00
-4.095994936708860501e-01,-6.925939333190799907e+00
-4.054903797468356608e-01,-6.567267469343553543e+00
-4.013812658227848273e-01,-3.639747221122100029e+00
-3.972721518987344380e-01,-1.757876472884382535e+00
-3.931630379746836601e-01,-3.030324553782287378e+00
-3.890539240506328267e-01,-3.947685005741687014e+00
-3.849448101265824373e-01,-2.843294126543207234e+00
-3.808356962025316594e-01,-2.667522959143217687e+00
-3.767265822784812701e-01,-3.269735443736491831e+00
-3.726174683544304922e-01,-3.413795170944309731e+00
-3.685083544303796588e-01,-3.280845796208549991e+00
-3.643992405063292694e-01,-3.360493467255673661e+00
-3.602901265822784915e-01,-3.681427093093661451e+00
-3.561810126582281022e-01,-3.788859837664097618e+00
-3.520718987341772688e-01,-3.965881717301944054e+00
-3.479627848101264909e-01,-3.987781946286779622e+00
-3.438536708860761015e-01,-4.255411074418804951e+00
-3.397445569620253236e-01,-3.689726815273016935e+00
-3.356354430379749343e-01,-3.430948626065599694e+00
-3.315263291139241009e-01,-3.619456637402094668e+00
-3.274172151898733230e-01,-3.839154287326143056e+00
-3.233081012658229336e-01,-4.066499617170146408e+00
-3.191989873417721002e-01,-4.032175493397272881e+00
-3.150898734177217109e-01,-3.500683798349071729e+00
-3.109807594936709330e-01,-3.791693298053893102e+00
-3.068716455696205436e-01,-4.284119795183608304e+00
-3.027625316455697657e-01,-4.362592316326815656e+00
-2.986534177215189323e-01,-3.398260451399488513e+00
-2.945443037974685430e-01,-3.528894971319446405e+00
-2.904351898734177650e-01,-3.420729039421613216e+00
-2.863260759493673757e-01,-3.434713639711399757e+00
-2.822169620253165423e-01,-3.394043997567674609e+00
-2.781078481012657644e-01,-3.372046896117091741e+00
-2.739987341772153751e-01,-3.303981829241827040e+00
-2.698896202531645971e-01,-3.118639666559765100e+00
-2.657805063291142078e-01,-2.925713880157347013e+00
-2.616713924050633744e-01,-2.832807769660651065e+00
-2.575622784810127630e-01,-2.769316847298660011e+00
-2.534531645569622071e-01,-2.552594590908708660e+00
-2.493440506329114015e-01,-2.403092141014323335e+00
-2.452349367088607901e-01,-2.201130002376862294e+00
-2.411258227848102065e-01,-2.108075481325872857e+00
-2.370167088607595951e-01,-1.920988533459126568e+00
-2.329075949367090115e-01,-1.769192012230041300e+00
-2.287984810126582058e-01,-1.627517991939708697e+00
-2.246893670886076222e-01,-1.500659336118145948e+00
-2.205802531645570108e-01,-1.456065781261647096e+00
-2.164711392405064272e-01,-1.430316428775498805e+00
-2.123620253164558436e-01,-1.474183202330675124e+00
-2.082529113924050379e-01,-1.443955199481438578e+00
-2.041437974683544265e-01,-1.441232863344297677e+00
-2.000346835443038429e-01,-1.384080676074377569e+00
-1.959255696202532593e-01,-1.369232814479301341e+00
-1.918164556962026479e-01,-1.379287634084459535e+00
-1.877073417721520643e-01,-1.397019203907181151e+00
-1.835982278481012586e-01,-1.437493729498803496e+00
-1.794891139240506750e-01,-1.448527337584935237e+00
-1.753800000000000636e-01,-1.497698025570887603e+00
-1.712708860759494800e-01,-1.499708102616860828e+00
-1.671617721518988686e-01,-1.515485743724263923e+00
-1.630526582278480907e-01,-1.457096300033078773e+00
-1.589435443037974793e-01,-1.424774560019910874e+00
-1.548344303797468957e-01,-1.325573834085371105e+00
-1.507253164556962843e-01,-1.230299428576034249e+00
-1.466162025316457007e-01,-1.078221895148765874e+00
-1.425070886075951171e-01,-9.538144255361619139e-01
-1.383979746835443114e-01,-8.329331485985858041e-01
-1.342888607594937000e-01,-7.829889828944504027e-01
-1.301797468354431164e-01,-7.197266878782411226e-01
-1.260706329113925328e-01,-6.635149480307716008e-01
-1.219615189873419353e-01,-6.171145284151801080e-01
-1.178524050632911296e-01,-5.787630437625462809e-01
-1.137432911392405321e-01,-5.429422806571225779e-01
-1.096341772151899346e-01,-4.981997590690417921e-01
-1.055250632911393510e-01,-4.848028437067904428e-01
-1.014159493670887535e-01,-4.697614007215923371e-01
-9.730683544303794785e-02,-4.521292213064139198e-01
-9.319772151898735035e-02,-4.446380372135831371e-01
-8.908860759493676673e-02,-4.044581792711931523e-01
-8.497949367088616923e-02,-4.056610704621284591e-01
-8.087037974683557173e-02,-3.757948835503175378e-01
-7.676126582278476607e-02,-3.722045223773184919e-01
-7.265215189873416857e-02,-3.394852232312334794e-01
-6.854303797468358495e-02,-3.329659805772701708e-01
-6.443392405063298745e-02,-3.258456432050488294e-01
-6.032481012658238995e-02,-3.120360619061935958e-01
-5.621569620253179939e-02,-3.136121667243874089e-01
-5.210658227848099372e-02,-2.955966398576467813e-01
-4.799746835443040316e-02,-2.899087696089235888e-01
-4.388835443037980566e-02,-2.593053561640284999e-01
-3.977924050632921510e-02,-2.547871117296119925e-01
-3.567012658227861760e-02,-2.714827951868727940e-01
-3.156101265822781887e-02,-2.468212983960272888e-01
-2.745189873417722137e-02,-2.417786067049413623e-01
-2.334278481012662734e-02,-2.229972210126122123e-01
-1.923367088607603331e-02,-2.408767682143516942e-01
-1.512455696202543928e-02,-1.963799084361636804e-01
-1.101544303797484525e-02,-2.214522995048854859e-01
-6.906329113924043923e-03,-2.138986067288124460e-01
-2.797215189873449026e-03,-2.105710669132365154e-01
1.311898734177145438e-03,-1.787863420706442830e-01
5.421012658227739901e-03,-2.028363370804018018e-01
9.530126582278334799e-03,-1.875247711723657673e-01
1.363924050632913526e-02,-1.914461109682678297e-01
1.774835443037972929e-02,-1.760801818326946377e-01
2.185746835443032332e-02,-1.751819721521921669e-01
2.596658227848091735e-02,-1.568555594073549886e-01
3.007569620253151485e-02,-1.741480040502605964e-01
3.418481012658231705e-02,-1.603103962465518284e-01
3.829392405063290761e-02,-1.492297727829297316e-01
4.240303797468350511e-02,-1.457689108621409158e-01
4.651215189873409567e-02,-1.521900989288387795e-01
5.062126582278469317e-02,-1.394031062385904796e-01
5.473037974683549189e-02,-1.327800722988316529e-01
5.883949367088608939e-02,-1.351066190909981646e-01
6.294860759493668689e-02,-1.343985592227557035e-01
6.705772151898727051e-02,-1.301128767640349626e-01
7.116683544303786801e-02,-1.257078444309590592e-01
7.527594936708846551e-02,-1.219799456663058640e-01
7.938506329113927118e-02,-1.254330141672809484e-01
8.349417721518985480e-02,-1.370986726903165032e-01
8.760329113924045230e-02,-1.169479050218268645e-01
9.171240506329104980e-02,-1.073221710033813309e-01
9.582151898734164730e-02,-1.110304375038377589e-01
9.993063291139245297e-02,-1.250141594632558362e-01
1.040397468354430366e-01,-1.124460698267982228e-01
1.081488607594936341e-01,-1.046454789567696081e-01
1.122579746835442316e-01,-9.778862684595843180e-02
1.163670886075948291e-01,-9.490459996216236982e-02
