#x(nm),y(nN)
-4.799999999999999822e-01,-5.963229592473497043e+00
-4.759301265822785121e-01,-2.027357905640723246e+01
-4.718602531645568199e-01,3.483637716384267780e+00
-4.677903797468355163e-01,-7.084078139156060772e+00
-4.637205063291138241e-01,-6.261333280364729248e+00
-4.596506329113925204e-01,-7.870046501221742652e+00
-4.555807594936708282e-01,-6.747416651275849553e+00
-4.515108860759495246e-01,-6.536771968914640851e+00
-4.474410126582278324e-01,-6.588263616965887692e+00
-4.433711392405061402e-01,-6.669391392506548222e+00
-4.393012658227848366e-01,-6.837526992874644272e+00
-4.352313924050631444e-01,-6.982969994918232892e+00
-4.311615189873418408e-01,-7.023166461146051809e+00
-4.270916455696201486e-01,-7.059411171566576826e+00
-4.230217721518988450e-01,-7.263587215139734710e+00
-4.189518987341771528e-01,-7.538964950232608153e+00
-4.148820253164558491e-01,-7.939545386433978891e+00
-4.108121518987341569e-01,-8.505017188375536108e+00
-4.067422784810124647e-01,-8.582010860669146979e+00
-4.026724050632911611e-01,-1.225498663944479460e+01
-3.986025316455694689e-01,-8.173995617398437830e+00
-3.945326582278482208e-01,-9.772457942007969578e+00
-3.904627848101264731e-01,-1.349926327468918963e+01
-3.863929113924052250e-01,5.605038053495107198e-01
-3.823230379746834773e-01,-2.511592580628770222e+00
-3.782531645569617851e-01,-2.282281872012537072e+00
-3.741832911392405370e-01,-3.263548357655052357e+00
-3.701134177215187893e-01,-2.394572252475715590e+00
-3.660435443037975412e-01,-2.323090728319825882e+00
-3.619736708860758490e-01,-2.204923058557608950e+00
-3.579037974683545453e-01,-2.383761089001343869e+00
-3.538339240506328531e-01,-1.867245948927889199e+00
-3.497640506329115495e-01,-1.947971829883884842e+00
-3.456941772151898573e-01,-2.020711997252092829e+00
-3.416243037974681651e-01,-1.567184272085219598e+00
-3.375544303797468615e-01,-1.485949048467327005e+00
-3.334845569620251693e-01,-1.480886098927890471e+00
-3.294146835443038657e-01,-1.616496517983531778e+00
-3.253448101265821735e-01,-1.076080260251899512e+00
-3.212749367088608698e-01,-6.878799401613208131e-01
-3.172050632911391777e-01,-2.409713691676064862e+00
-3.131351898734178740e-01,-7.801112888633320308e-01
-3.090653164556961818e-01,-2.175519601978442186e+00
-3.049954430379744896e-01,-9.493564116815438325e-01
-3.009255696202531860e-01,-1.528870650704333034e+00
-2.968556962025314938e-01,-1.273955785258886308e+00
-2.927858227848101902e-01,-1.620618026543454437e+00
-2.887159493670884980e-01,-1.223299687263952107e+00
-2.846460759493671944e-01,-1.789742435369538365e+00
-2.805762025316455022e-01,-1.149866954845965905e+00
-2.765063291139242541e-01,-1.952725720227678652e+00
-2.724364556962025063e-01,-1.583700769627446769e+00
-2.683665822784808141e-01,-1.629720921610693374e+00
-2.642967088607595660e-01,-1.260977863937219334e+00
-2.602268354430380404e-01,-2.086474103351090736e+00
-2.561569620253163482e-01,-1.492853892335394450e+00
-2.520870886075948225e-01,-1.900869175261086674e+00
-2.480172151898733524e-01,-1.585621568760205324e+00
-2.439473417721518544e-01,-2.035995535524657729e+00
-2.398774683544303565e-01,-1.851340277469074147e+00
-2.358075949367088586e-01,-1.758739273267991621e+00
-2.317377215189873607e-01,-2.130971898025280975e+00
-2.276678481012658906e-01,-1.962046545498165484e+00
-2.235979746835441706e-01,-1.836264744566912910e+00
-2.195281012658226727e-01,-1.913524894630213247e+00
-2.154582278481012025e-01,-1.667812929682419565e+00
-2.113883544303797046e-01,-1.689685295101247986e+00
-2.073184810126582067e-01,-1.442037378360708555e+00
-2.032486075949367088e-01,-1.395889671536821863e+00
-1.991787341772152109e-01,-1.410948923544486977e+00
-1.951088607594937130e-01,-1.186261478609726305e+00
-1.910389873417722151e-01,-1.207759362689486027e+00
-1.869691139240505229e-01,-1.057136505201818011e+00
-1.828992405063290250e-01,-9.437922171784262071e-01
-1.788293670886075271e-01,-8.626985673063846116e-01
-1.747594936708860291e-01,-7.992489386783617755e-01
-1.706896202531645312e-01,-6.424507207591680924e-01
-1.666197468354430333e-01,-6.679975671251537905e-01
-1.625498734177215632e-01,-5.497050396014447893e-01
-1.584800000000000653e-01,-5.752604917108572469e-01
-1.544101265822785674e-01,-4.680161947603814210e-01
