#x(nm),y(Hz)
-4.799999999999999822e-01,-3.971662787117600857e+01
-4.759301265822785121e-01,-3.863795247017034029e+01
-4.718602531645568199e-01,-3.742016941372099836e+01
-4.677903797468355163e-01,-3.658063897770668405e+01
-4.637205063291138241e-01,-3.712849436646058621e+01
-4.596506329113925204e-01,-3.492078845004762400e+01
-4.555807594936708282e-01,-3.014478983098928566e+01
-4.515108860759495246e-01,-2.442945318977309554e+01
-4.474410126582278324e-01,-2.193889301816044934e+01
-4.433711392405061402e-01,-2.019517131787194231e+01
-4.393012658227848366e-01,-1.889067841434071937e+01
-4.352313924050631444e-01,-1.756195950853255283e+01
-4.311615189873418408e-01,-1.680538688433070860e+01
-4.270916455696201486e-01,-1.636030747426145737e+01
-4.230217721518988450e-01,-1.591405043780017259e+01
-4.189518987341771528e-01,-1.553705409446820518e+01
-4.148820253164558491e-01,-1.509282910735942096e+01
-4.108121518987341569e-01,-1.462035604094190688e+01
-4.067422784810124647e-01,-1.415462742116394246e+01
-4.026724050632911611e-01,-1.382208159009102566e+01
-3.986025316455694689e-01,-1.355858291626896417e+01
-3.945326582278482208e-01,-1.323202532024613731e+01
-3.904627848101264731e-01,-1.284369213199909510e+01
-3.863929113924052250e-01,-1.256623656102364528e+01
-3.823230379746834773e-01,-1.220285142721103711e+01
-3.782531645569617851e-01,-1.194183392877177141e+01
-3.741832911392405370e-01,-1.142611418465189921e+01
-3.701134177215187893e-01,-1.149680197004080284e+01
-3.660435443037975412e-01,-1.044290501813858008e+01
-3.619736708860758490e-01,-1.113544852566954191e+01
-3.579037974683545453e-01,-1.107574443578021217e+01
-3.538339240506328531e-01,-1.020420329902830048e+01
-3.497640506329115495e-01,-7.706549691436469729e+00
-3.456941772151898573e-01,-7.108401956315248071e+00
-3.416243037974681651e-01,-7.031583200330024930e+00
-3.375544303797468615e-01,-6.820422723611856419e+00
-3.334845569620251693e-01,-6.538743159578925379e+00
-3.294146835443038657e-01,-6.282430657215949843e+00
-3.253448101265821735e-01,-6.075852125418425231e+00
-3.212749367088608698e-01,-5.932764857863398689e+00
-3.172050632911391777e-01,-5.824408886565061394e+00
-3.131351898734178740e-01,-5.756346718581232480e+00
-3.090653164556961818e-01,-5.681452535039630547e+00
-3.049954430379744896e-01,-5.568165979805637100e+00
-3.009255696202531860e-01,-5.452177566361670280e+00
-2.968556962025314938e-01,-5.351270645933615455e+00
-2.927858227848101902e-01,-5.242878507465201565e+00
-2.887159493670884980e-01,-5.128246742568077110e+00
-2.846460759493671944e-01,-4.999065373837870752e+00
-2.805762025316455022e-01,-4.853966589174835811e+00
-2.765063291139242541e-01,-4.690994457175174936e+00
-2.724364556962025063e-01,-4.540719278844994378e+00
-2.683665822784808141e-01,-4.335412563567107469e+00
-2.642967088607595660e-01,-4.130909803377196710e+00
