#x(nm),y(Hz)
-5.200000000000000178e-01,-3.644570733866937928e+01
-5.158517721518990351e-01,-3.599316537890777568e+01
-5.117035443037978304e-01,-3.589407871114161708e+01
-5.075553164556966257e-01,-3.550020600350764255e+01
-5.034070886075949769e-01,-3.572496379457843574e+01
-4.992588607594937722e-01,-3.592537417836239655e+01
-4.951106329113925120e-01,-3.567739137301456509e+01
-4.909624050632913073e-01,-3.543431852261044668e+01
-4.868141772151901026e-01,-3.616603417583090163e+01
-4.826659493670888423e-01,-3.492749423890381877e+01
-4.785177215189876376e-01,-3.564701314878450233e+01
-4.743694936708864329e-01,-3.529184862396369482e+01
-4.702212658227851727e-01,-3.390188136635613603e+01
-4.660730379746839680e-01,-3.491602108499396451e+01
-4.619248101265823192e-01,-3.507404936096252612e+01
-4.577765822784811145e-01,-3.479779426155230482e+01
-4.536283544303799098e-01,-3.466238464874158609e+01
-4.494801265822786496e-01,-3.400287698223090871e+01
-4.453318987341774449e-01,-3.429298566829319839e+01
-4.411836708860762402e-01,-3.294560829492250775e+01
-4.370354430379749799e-01,-2.940416725144772059e+01
-4.328872151898737752e-01,-2.863008145119325931e+01
-4.287389873417725705e-01,-2.729500493939944050e+01
-4.245907594936709217e-01,-2.561762388490948084e+01
-4.204425316455696615e-01,-2.442459267890037466e+01
-4.162943037974684568e-01,-2.336763583430792224e+01
-4.121460759493672521e-01,-2.268189543720115964e+01
-4.079978481012660474e-01,-2.197674184886095006e+01
-4.038496202531647872e-01,-2.148158719313090259e+01
-3.997013924050635825e-01,-2.083912327045158008e+01
-3.955531645569623778e-01,-2.024187639639121983e+01
-3.914049367088611175e-01,-1.959223855349451071e+01
-3.872567088607599128e-01,-1.918803827091878844e+01
-3.831084810126582640e-01,-1.875654433221039952e+01
-3.789602531645570593e-01,-1.858839444978401190e+01
-3.748120253164557991e-01,-1.803439498448198464e+01
-3.706637974683545944e-01,-1.793458610091086314e+01
-3.665155696202533897e-01,-1.737664606167483328e+01
-3.623673417721521850e-01,-1.623817701450501261e+01
-3.582191139240509248e-01,-1.582722181355988411e+01
-3.540708860759497201e-01,-1.546769392717109426e+01
-3.499226582278485154e-01,-1.509478335765049728e+01
-3.457744303797468666e-01,-1.490064620949835295e+01
-3.416262025316456064e-01,-1.537588330044990670e+01
-3.374779746835444016e-01,-1.458922093026446021e+01
-3.333297468354431969e-01,-1.224728737372497633e+01
-3.291815189873419367e-01,-1.148125127831535863e+01
-3.250332911392407320e-01,-1.077457373724750411e+01
-3.208850632911395273e-01,-1.012754143589033262e+01
-3.167368354430383226e-01,-9.650563682165467227e+00
-3.125886075949370624e-01,-9.321758155780297983e+00
-3.084403797468358577e-01,-9.106157148334625973e+00
-3.042921518987342089e-01,-9.014625721183977092e+00
-3.001439240506330042e-01,-8.789387109671841003e+00
-2.959956962025317440e-01,-8.680434997655838814e+00
-2.918474683544305393e-01,-8.437956296666394351e+00
-2.876992405063293345e-01,-8.394992780899718454e+00
-2.835510126582280743e-01,-8.274059930497365656e+00
-2.794027848101268696e-01,-8.201482831227513870e+00
-2.752545569620256649e-01,-7.862925330247976241e+00
-2.711063291139244602e-01,-7.664040779825847416e+00
-2.669581012658228114e-01,-7.528234682903499397e+00
-2.628098734177217732e-01,-7.470822559254969519e+00
-2.586616455696203465e-01,-7.392660077742112534e+00
-2.545134177215191418e-01,-7.318419111177837166e+00
-2.503651898734178816e-01,-7.222772068704274240e+00
-2.462169620253166769e-01,-7.138957056021096648e+00
-2.420687341772154721e-01,-7.044130475485757437e+00
-2.379205063291140454e-01,-6.935559884948942155e+00
-2.337722784810128129e-01,-6.804868265721915499e+00
-2.296240506329115805e-01,-6.698100416243732980e+00
-2.254758227848103758e-01,-6.547438144633428436e+00
-2.213275949367091433e-01,-6.428928125931764548e+00
-2.171793670886077166e-01,-6.227674431172411929e+00
-2.130311392405064841e-01,-6.104494204880578145e+00
-2.088829113924052794e-01,-5.870964561394213632e+00
-2.047346835443040469e-01,-5.634691511390519381e+00
-2.005864556962028145e-01,-5.440940912478964719e+00
-1.964382278481013877e-01,-5.259848710604408062e+00
-1.922900000000001830e-01,-5.077955825314783844e+00
-1.881417721518989505e-01,-4.802819284719024751e+00
-1.839935443037977181e-01,-4.582949470869214892e+00
-1.798453164556962913e-01,-4.256258864546500931e+00
-1.756970886075950866e-01,-4.060791800939066221e+00
-1.715488607594938542e-01,-3.784364651521522571e+00
-1.674006329113926217e-01,-3.651669199839840729e+00
-1.632524050632914170e-01,-3.456592647384026940e+00
-1.591041772151899625e-01,-3.339420010511047643e+00
-1.549559493670887578e-01,-3.168059891353852464e+00
-1.508077215189875253e-01,-3.022719504641687926e+00
-1.466594936708863206e-01,-2.903866161009465596e+00
-1.425112658227850881e-01,-2.781681002546770642e+00
-1.383630379746836614e-01,-2.707966553097426399e+00
-1.342148101265824289e-01,-2.578615312650059721e+00
-1.300665822784812242e-01,-2.502494831751743476e+00
-1.259183544303799918e-01,-2.409245485860531666e+00
-1.217701265822787593e-01,-2.341699843351347177e+00
-1.176218987341773325e-01,-2.228168110526004497e+00
-1.134736708860761140e-01,-2.143121844030079437e+00
-1.093254430379748954e-01,-2.090188687466782547e+00
-1.051772151898736629e-01,-2.006847634373707834e+00
-1.010289873417722362e-01,-1.932560359450536502e+00
-9.688075949367101758e-02,-1.860876128980174959e+00
-9.273253164556979899e-02,-1.811725203871064949e+00
-8.858430379746856653e-02,-1.746239044344105373e+00
-8.443607594936734795e-02,-1.682796057752053098e+00
-8.028784810126592120e-02,-1.623039947886965262e+00
-7.613962025316470261e-02,-1.587423876857981808e+00
-7.199139240506347015e-02,-1.519179269702991775e+00
-6.784316455696225157e-02,-1.484052061384123267e+00
-6.369493670886103298e-02,-1.402598828272241915e+00
-5.954670886075959929e-02,-1.389894158698163018e+00
-5.539848101265837377e-02,-1.365028044076146863e+00
-5.125025316455715518e-02,-1.339625791367188956e+00
-4.710202531645592966e-02,-1.255628403244798852e+00
